状态,终端MAC地址,终端IP地址,关联SSID,关联频段,关联信道,关联微AP名称,关联AP名称,AC名称,位置,AC的IP地址,关联AP的IP地址,账号,终端在线时长(s)
离线,12-B6-44-EA-12-07,10.208.21.136,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
在线,62-AA-27-5F-88-D3,10.202.116.34,NCUWLAN,5G,44,,前湖北-理科楼-实验室-1F-08,RUIJIE-AC,无线/前湖北/理科楼,10.1.0.15,10.50.0.94,,88370
离线,32-C2-9C-AF-23-81,10.210.210.35,NCUWLAN,5G,44,,青山湖北-一食堂-st01,RUIJIE-AC,,10.1.0.15,10.76.1.201,,0
离线,52-36-7E-BB-3A-05,,NCUWLAN,5G,,,东湖南-研究生楼-108,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.4,,0
在线,DA-C6-F9-27-54-7C,10.202.217.106,NCUWLAN,5G,157,,前湖北-文法楼-3F-A318,RUIJIE-AC,无线/前湖北/文法楼,10.1.0.15,10.63.1.50,"732686877920586885,2,1758077288",5004
离线,A2-D3-62-31-E1-D0,10.210.157.194,NCUWLAN,2.4G,,,青山湖北-附属中学-初中4F411,AirEngine9700S-S,无线/青山湖北/附属中学,10.1.0.17,210.35.253.16,,0
离线,72-C5-AD-03-01-64,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,A2-0D-96-B5-8C-49,,NCUWLAN,2.4G,,,前湖北-bwx-2f-01,NCDX-AC-H3C,,10.1.0.16,10.75.128.25,,0
离线,22-42-8F-01-E7-A0,,,2.4G,,,东湖南-基础教学楼-1f-107,ncu-wlan-local,无线/东湖南/基础教学楼,10.1.0.14,10.50.0.26,"158283383695003317,1,1753783159",0
离线,82-5D-13-7D-2D-35,10.208.139.20,NCUWLAN,2.4G,11,,东湖南-科技楼-6F-04,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.120,,0
离线,22-E1-BF-16-E5-48,,NCU-2.4G,2.4G,,,前湖北-文法楼-4f-a-15,NCDX-AC-H3C,无线/前湖北/文法楼,10.1.0.16,10.63.0.86,"967736335477180260,1,1757418228",0
离线,E2-5D-CD-04-18-5F,10.202.220.202,NCUWLAN,5G,153,,28d0.f59a.ecff,RUIJIE-AC,,10.1.0.15,10.161.64.32,,0
离线,16-03-B0-82-AA-F3,,NCUWLAN,2.4G,,,前湖北-建工楼-8f-b-03,NCDX-AC-H3C,无线/前湖北/建工楼,10.1.0.16,10.54.180.94,,0
离线,D2-D6-E2-7F-74-48,10.208.93.203,NCUWLAN,2.4G,11,,东湖南-科技楼-6F-04,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.120,,0
离线,82-34-72-9F-DA-FA,10.208.76.101,NCUWLAN,2.4G,1,,东湖南-保卫处-2F-205,RUIJIE-AC,无线/东湖南/保卫处,10.1.0.15,10.75.128.14,,0
离线,92-42-47-AD-E6-C0,10.208.243.171,NCUWLAN,5G,60,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,22-50-87-66-E5-4B,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,02-35-5F-8A-ED-25,10.202.230.133,NCUWLAN-test,5G,,,前湖北-机电楼-E620E-8口光,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.129.143,,0
离线,76-32-9F-0F-61-E9,,NCU-2.4G,5G,,,前湖北-人文楼-2F-咖啡厅,NCDX-AC-H3C,无线/前湖北/人文楼,10.1.0.16,10.63.0.58,,0
离线,8A-62-74-02-5E-C5,,NCUWLAN,5G,,,前湖北-天健园,ncu-wlan-master,无线/前湖北/天健院,10.1.0.13,10.191.0.128,"150074559907124066,1,1750302199",0
在线,66-93-C1-92-88-BF,10.202.33.246,NCUWLAN,5G,52,,4073-4d56-7bd0,NCDX-AC-H3C,,10.1.0.16,10.155.8.7,"451200381140062334,2,1758077306",2105
离线,12-5C-E8-24-89-F8,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,AE-E2-9A-C1-DE-79,,NCU-2.4G,2.4G,,,前湖北-人文楼-2F-咖啡厅,NCDX-AC-H3C,无线/前湖北/人文楼,10.1.0.16,10.63.0.58,,0
离线,82-99-13-56-29-F8,,,2.4G,,,前湖南-实验楼1-2F-1202,ncu-wlan-master,无线/前湖南/第一实验大楼,10.1.0.13,10.70.0.184,,0
离线,22-92-07-24-1B-31,,NCUWLAN-TEST,,,,青山湖北-软件楼-401-C1,NCDX-AC-H3C,无线/青山湖北/软件楼,10.1.0.16,,,0
离线,F2-7F-7B-36-F4-21,,NCUWLAN,2.4G,,,前湖北-前湖图书馆-19f-w02,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.133,,0
离线,B6-FC-33-90-AA-E0,10.248.5.194,NCUWLAN,2.4G,,,前湖南-医创中心-地下室AP-1,NCU_HW_AC1,无线/前湖南/医创中心,10.1.0.18,10.157.0.164,"930750523403309846,1,1755683248",0
离线,7C-2A-DB-0E-53-BE,10.202.165.96,NCUWLAN,5G,149,,前湖北-前湖大厦-615,RUIJIE-AC,无线/前湖北/前湖大厦,10.1.0.15,10.161.64.119,,0
离线,B2-22-30-46-3A-B6,10.208.222.245,NCUWLAN,5G,48,,东湖南-基础教学楼-345,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.112,,0
离线,62-84-7A-A5-21-ED,,FITI-NCU,2.4G,,,前湖北-行政楼-会议室-412,NCDX-AC-H3C,无线/前湖北/行政楼,10.1.0.16,10.67.0.68,,0
离线,32-B8-75-A9-F5-35,,,2.4G,,,blg-3f-3,ncu-wlan-master,,10.1.0.13,10.76.161.177,,0
离线,B2-F2-F4-1E-B7-89,10.208.199.105,NCUWLAN,2.4G,6,,东湖南-基础教学楼-349,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.110,,0
离线,D4-54-8B-19-67-02,10.202.224.93,NCUWLAN,5G,64,,前湖北-智华科技楼-ap720-l-D-1F-3,RUIJIE-AC,无线/前湖北/智华科技楼,10.1.0.15,10.186.1.10,"477302689763555519,1,1758027632",0
离线,22-10-0A-E2-59-B9,10.208.166.247,NCUWLAN,2.4G,6,,东湖南-基础楼-4F-04,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.76,,0
离线,F2-F0-75-EC-3E-3F,10.210.238.169,NCUWLAN,2.4G,,,青山湖北-附属中学-初中5F511,AirEngine9700S-S,无线/青山湖北/附属中学,10.1.0.17,210.35.253.23,,0
离线,92-AB-84-F8-06-26,10.210.145.154,NCUWLAN,2.4G,1,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,36-ED-79-2B-80-ED,,NCU-2.4G,5G,,,前湖北-理科楼-8f-b-04,NCDX-AC-H3C,无线/前湖北/理科楼,10.1.0.16,10.54.122.244,,0
离线,02-C4-AA-4E-CF-41,,,2.4G,,,前湖北-行政楼-414,ncu-wlan-master,无线/前湖北/行政楼,10.1.0.13,10.67.0.38,,0
离线,52-23-08-9C-CB-07,10.208.117.233,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,12-C9-94-29-B9-D0,,NCU-2.4G,2.4G,,,青山湖北-物理楼北-1f-01-new,NCDX-AC-H3C,无线/青山湖北/物理楼,10.1.0.16,10.76.148.139,"144142412267759468,1,1753378275",0
离线,A2-B0-A1-16-44-34,10.202.107.202,NCUWLAN,2.4G,,,前湖北-机电楼-E534-1,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.129.148,,0
离线,02-08-78-9E-5F-B2,10.208.22.134,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,22-51-37-10-6F-BA,10.202.162.39,NCUWLAN,5G,52,,前湖北-天健园,ncu-wlan-master,无线/前湖北/天健院,10.1.0.13,10.191.0.128,"828053526033747036,1,1757992883",0
离线,82-7F-EB-23-95-6F,,NCUWLAN,5G,,,东湖南-研究生楼-108,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.4,,0
离线,C2-82-C7-65-A9-28,,NCUWLAN,2.4G,,,前湖北-慧源楼-221A-G4,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.228,,0
离线,04-EA-56-F2-86-09,,NCUWLAN,5G,,,前湖北-慧源楼-433-C1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.95,"641888048593106630,1,1750733492",0
在线,12-9D-CD-B4-0E-C1,10.102.0.164,NCU-2.4G,2.4G,6,,前湖南-博士楼-6f-627,NCDX-AC-H3C,无线/前湖南/博士楼,10.1.0.16,10.137.4.148,,2947009
离线,D2-2E-25-4A-28-3A,,,2.4G,,,前湖北-建工楼-3f-a315,ncu-wlan-master,无线/前湖北/建工楼,10.1.0.13,10.54.171.55,,0
离线,E2-52-6A-68-8A-1C,10.208.21.155,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,FE-36-37-63-0B-1E,10.202.20.7,NCUWLAN,5G,,,前湖北-机电楼-E210-1,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.128.172,,0
离线,52-33-EF-62-C0-B8,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,92-9B-13-D5-D1-CD,,NCUWLAN,5G,,,东湖南-研究生楼-502,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.7,,0
离线,D2-AD-6F-63-07-35,,NCU-2.4G,2.4G,,,前湖北-理科楼-6f-b-01,NCDX-AC-H3C,无线/前湖北/理科楼,10.1.0.16,10.54.176.199,,0
离线,76-76-46-1C-28-DC,10.202.94.143,NCUWLAN,5G,36,,前湖北-9~10-食堂03,RUIJIE-AC,,10.1.0.15,10.191.0.159,,0
离线,68-7A-64-0A-15-90,,NCUWLAN,5G,,,前湖北-慧源楼-123-C1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.32,"282126925590648271,1,1750820529",0
离线,50-89-65-06-EC-EE,,NCUWLAN,2.4G,,,青山湖北-分析测试中心-6f-02,NCDX-AC-H3C,无线/青山湖北/分析测试中心,10.1.0.16,10.76.57.30,"148164440734927876,1,1757055992",0
离线,92-41-53-EE-AA-98,10.208.47.12,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,12-EA-9A-E6-00-49,10.210.179.75,NCUWLAN,2.4G,11,,青山湖北-附属学校-52,RUIJIE-AC,无线/青山湖北/附属学校,10.1.0.15,10.76.1.166,,0
离线,92-21-20-E1-FD-72,,NCUWLAN,5G,,,青山湖北-软件楼-211-1,NCDX-AC-H3C,无线/青山湖北/软件楼,10.1.0.16,10.160.8.133,"283068112800826979,1,1756954584",0
离线,A2-06-2F-A6-C7-34,10.208.168.177,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,F6-C6-72-01-2C-8A,,NCUWLAN-TEST,2.4G,,,东湖南-继教楼-203-C1,NCDX-AC-H3C,无线/东湖南/继续教育学院,10.1.0.16,210.35.149.248,"516133956374670497,1,1745227112",0
离线,A2-22-32-6D-E7-80,,NCUWLAN-TEST,5G,,,前湖南-第二教学大楼-404-G2,NCDX-AC-H3C,无线/前湖南/第二教学大楼,10.1.0.16,10.157.16.84,,0
离线,06-82-67-CF-6A-8B,,NCUWLAN,2.4G,,,前湖北-前湖图书馆-12f-a1203-2,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.135,,0
离线,0E-63-19-91-A9-21,,,2.4G,,,东湖南-基础教学楼-1f-107,ncu-wlan-local,无线/东湖南/基础教学楼,10.1.0.14,10.50.0.26,"627470218989299865,1,1757059617",0
离线,94-87-E0-58-3A-10,,NCUWLAN,2.4G,,,blg-2f-2,ncu-wlan-master,,10.1.0.13,10.76.26.136,"888485588891244878,1,1758068399",0
在线,24-DA-33-33-72-C7,10.202.173.83,NCUWLAN,5G,157,,前湖北-文法楼-4f-a-01,NCDX-AC-H3C,无线/前湖北/文法楼,10.1.0.16,10.63.0.192,"414028076141600164,2,1758077482",6830
离线,02-C2-D2-F7-7A-96,,NCUWLAN,5G,,,东湖南-继教楼-208-C1,NCDX-AC-H3C,无线/东湖南/继续教育学院,10.1.0.16,210.35.150.178,,0
离线,00-08-22-E0-67-03,10.210.30.103,NCUWLAN,2.4G,,,青山湖北-附属中学-初中1F111,AirEngine9700S-S,无线/青山湖北/附属中学,10.1.0.17,210.35.253.19,,0
离线,F2-B3-C2-D2-8D-0E,,NCU-2.4G,2.4G,,,青山湖北-中德食品楼-1f-02,NCDX-AC-H3C,无线/青山湖北/中德食品楼,10.1.0.16,10.76.175.244,,0
离线,6C-1F-F7-3F-0A-03,,NCUWLAN,5G,,,前湖南-医创中心-2F-201-1,NCU_HW_AC1,无线/前湖南/医创中心,10.1.0.18,10.157.0.39,,0
离线,42-EE-6D-AF-4D-4A,10.208.87.62,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,56-B4-F6-89-C4-6C,10.202.216.160,NCUWLAN,2.4G,1,,前湖北-智华科技楼-ap720-l-B-S-5F-6,RUIJIE-AC,无线/前湖北/智华科技楼,10.1.0.15,10.80.0.40,"049009805690656127,1,1750994565",0
离线,82-8A-FD-E9-D9-2F,,,,,,,NCDX-AC-H3C,,10.1.0.16,,"694533886150907660,1,1744258901",0
离线,6A-FF-61-1B-0D-22,,NCUWLAN,5G,,,东湖南-图书馆-1FDT-1,NCDX-AC-H3C,无线/东湖南/图书馆,10.1.0.16,210.35.151.38,"440784407730828076,1,1757945780",0
离线,F2-CE-5A-3D-B0-7C,,NCUWLAN,2.4G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,FE-74-06-84-D8-42,,NCUWLAN-TEST,5G,,,前湖北-慧源楼-5FBMDTK-1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.156,,0
离线,32-48-35-A9-78-01,10.208.78.147,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,6E-4B-73-33-0D-33,10.202.29.174,NCUWLAN,5G,153,,28d0.f59a.ecff,RUIJIE-AC,,10.1.0.15,10.161.64.32,,0
离线,D2-70-EB-E8-F1-A2,10.202.115.180,NCUWLAN,2.4G,11,,前湖北-网络中心,RUIJIE-AC,无线/前湖北/网络中心,10.1.0.15,222.204.69.130,"298172556117848020,1,1741703304",0
离线,12-4B-B9-BE-B8-93,,,2.4G,,,前湖北-艺术楼-B322,ncu-wlan-master,无线/前湖北/艺术楼,10.1.0.13,10.63.0.23,,0
离线,58-CD-C9-61-B9-AE,,NCUWLAN,5G,,,前湖北-建工楼-10f-b-03,NCDX-AC-H3C,无线/前湖北/建工楼,10.1.0.16,10.54.82.3,,0
离线,1A-C7-B3-76-39-5C,10.202.45.137,NCUWLAN,5G,157,,前湖北-6栋学工楼-613-Fap1,RUIJIE-AC,无线/前湖北/6栋学工楼,10.1.0.15,222.204.92.3,,0
离线,F2-5E-9B-DD-04-9B,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,5E-90-09-6A-A9-38,,NCUWLAN,2.4G,,,前湖北-游泳馆-114,NCDX-AC-H3C,无线/前湖北/游泳馆,10.1.0.16,10.183.4.28,,0
离线,02-E8-48-59-4C-77,10.202.139.163,NCUWLAN,2.4G,,,前湖北-信工楼-A501-1,NCU_HW_AC1,无线/前湖北/信工楼,10.1.0.18,10.133.0.243,"456820313177052425,1,1749223390",0
离线,B2-62-18-3E-E0-31,10.208.3.142,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,02-54-5E-63-C9-CB,,NCUWLAN,2.4G,,,前湖南-实验楼1-1f-01,NCDX-AC-H3C,无线/前湖南/第一实验大楼,10.1.0.16,10.70.0.96,,0
离线,4E-63-1B-D4-07-F7,,NCUWLAN-TEST,2.4G,,,前湖北-慧源楼-202B-1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.178,,0
离线,92-91-5D-F8-B5-83,10.208.238.219,NCUWLAN,2.4G,11,,东湖南-科技楼-6F-04,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.120,,0
离线,D6-85-9C-7F-10-92,,,2.4G,,,前湖北-艺术楼-B326,ncu-wlan-local,无线/前湖北/艺术楼,10.1.0.14,10.63.0.24,,0
在线,E0-E1-A9-19-D3-F9,10.210.199.99,NCUWLAN,5G,165,,青山湖北-生物楼-5f-07,NCDX-AC-H3C,无线/青山湖北/生物楼,10.1.0.16,10.76.162.223,"260761399939280116,2,1758077418",1962
离线,A2-37-84-46-3A-EC,,,2.4G,,,blg-3f-3,ncu-wlan-master,,10.1.0.13,10.76.161.177,,0
离线,72-85-B3-45-BF-EB,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,CC-2F-71-08-AE-E9,,NCUWLAN,2.4G,,,青山湖北-物理楼北-1f-03-new,NCDX-AC-H3C,无线/青山湖北/物理楼,10.1.0.16,10.76.247.92,"687879390708222483,1,1757669129",0
离线,54-14-F3-0C-53-64,10.202.167.98,NCUWLAN,5G,157,,前湖北-机电楼-1F-E104,RUIJIE-AC,无线/前湖北/机电楼,10.1.0.15,10.54.123.122,"017886885721489790,1,1750437450",0
离线,42-4A-63-A1-B5-0B,10.208.221.41,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,32-F5-0E-9E-9B-ED,10.208.142.30,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,B6-81-46-34-78-5A,,,2.4G,,,前湖南-教学楼2-X51,ncu-wlan-master,无线/前湖南/第二教学大楼,10.1.0.13,10.70.0.80,"783640159319617103,1,1757903448",0
离线,A2-65-88-6E-1A-CC,,NCUWLAN,2.4G,,,东湖南-研究生楼-502,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.7,,0
离线,B2-7D-E9-E6-27-C5,,,,,,,NCDX-AC-H3C,,10.1.0.16,,,0
离线,4A-6E-FF-A4-6F-A7,,NCUWLAN,5G,,,前湖北-校医院-1f-01,NCDX-AC-H3C,无线/前湖北/校医院,10.1.0.16,10.62.0.244,,0
离线,92-E5-7B-F3-4F-41,,NCUWLAN-TEST,2.4G,,,前湖北-慧源楼-221B-G4,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.170,,0
离线,82-56-2B-A7-73-CC,10.202.184.81,NCUWLAN,2.4G,,,前湖北-天健园,ncu-wlan-master,无线/前湖北/天健院,10.1.0.13,10.191.0.128,,0
离线,40-4E-36-0B-CE-E7,10.202.64.210,NCUWLAN,5G,52,,前湖北-外经楼-180-A-FJ-2,RUIJIE-AC,无线/前湖北/外经楼,10.1.0.15,10.155.0.116,,0
离线,D2-0D-BC-D1-EE-F6,,,2.4G,,,blg-3f-3,ncu-wlan-master,,10.1.0.13,10.76.161.177,,0
离线,42-55-FD-70-B2-11,10.208.16.112,NCUWLAN,5G,48,,东湖南-基础教学楼-345,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.112,,0
离线,62-6C-2A-51-03-D5,,,2.4G,,,blg-3f-3,ncu-wlan-master,,10.1.0.13,10.76.161.177,,0
离线,82-42-1D-7E-F0-21,,NCUWLAN,2.4G,,,东湖南-图书馆-303-C1,NCDX-AC-H3C,无线/东湖南/图书馆,10.1.0.16,210.35.149.28,,0
离线,CE-08-29-FE-7F-F6,10.202.73.86,NCUWLAN,5G,149,,前湖北-前湖大厦-909,RUIJIE-AC,无线/前湖北/前湖大厦,10.1.0.15,10.161.64.54,"QH909,1,1743902672",0
离线,42-DD-37-44-8F-ED,,,,,,,NCDX-AC-H3C,,10.1.0.16,,"345973203050242466,1,1750645392",0
离线,C2-36-0B-48-BC-BE,10.208.73.102,NCUWLAN,5G,36,,东湖南-医学院食堂-食堂06,RUIJIE-AC,无线/东湖南/医学院食堂,10.1.0.15,10.75.128.17,,0
离线,36-FF-D9-E8-95-FC,,,,,,,NCDX-AC-H3C,,10.1.0.16,,"677930988105005428,1,1748790787",0
离线,86-9B-9A-8F-BC-09,10.202.182.82,NCUWLAN,5G,60,,28d0.f59a.ecff,RUIJIE-AC,,10.1.0.15,10.161.64.32,"QH612,1,1743745301",0
离线,8A-2F-FA-C5-F3-F5,10.202.107.134,NCUWLAN,2.4G,149,,前湖北-游泳馆-dt,ncu-wlan-local,无线/前湖北/游泳馆,10.1.0.14,10.62.0.14,"696073643444483672,1,1758020277",0
离线,92-6E-F5-7A-93-DE,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,92-CE-6A-4A-A4-ED,10.208.5.230,NCUWLAN,5G,60,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,C2-3C-C7-59-18-5F,10.208.254.69,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,52-65-28-8D-85-A7,,,2.4G,,,青山湖南_老干办_3,ncu-wlan-master,,10.1.0.13,10.70.0.4,,0
离线,C2-D6-DB-CF-14-60,10.208.58.188,NCUWLAN,5G,149,,东湖南-科技楼-8F-804,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.81,,0
离线,14-AC-60-6E-83-ED,10.202.216.98,NCUWLAN,2.4G,,,前湖北-机电楼-D318A-1,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.129.231,"370387348794649463,1,1757832633",0
离线,C2-61-71-7B-CB-B6,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,B2-1B-CD-6A-F6-08,,,2.4G,,,blg-2f-1,ncu-wlan-master,,10.1.0.13,10.76.162.147,,0
离线,52-16-C9-18-66-4E,,,5G,,,前湖北-天健园-2,ncu-wlan-master,无线/前湖北/天健院,10.1.0.13,10.191.0.126,,0
离线,D2-F3-2D-8C-A4-A2,,NCU-2.4G,2.4G,,,青山湖北-安保楼-4f-03,NCDX-AC-H3C,无线/青山湖北/安保楼,10.1.0.16,10.76.88.136,,0
离线,42-5D-BB-70-A3-14,10.202.130.163,NCUWLAN,2.4G,1,,前湖北-23栋-一站式学生服务中心-2,RUIJIE-AC,无线/前湖北/一站式学生服务中心,10.1.0.15,222.204.8.21,,0
离线,88-46-04-8B-C7-9C,,,,,,,NCDX-AC-H3C,,10.1.0.16,,,0
离线,12-0F-75-85-FD-92,,NCUWLAN,2.4G,,,青山湖北-生物质转化中心-3f-01,NCDX-AC-H3C,无线/青山湖北/生物质转化中心,10.1.0.16,10.76.112.82,,0
离线,96-FB-D8-55-FB-EA,10.208.174.194,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,E0-0A-F6-71-31-65,10.202.44.48,NCUWLAN,5G,36,,前湖北-文法楼-1F-A130,RUIJIE-AC,无线/前湖北/文法楼,10.1.0.15,10.63.0.130,"518872781117125725,1,1758033386",0
离线,C2-E6-E7-46-3D-92,,YX2025,2.4G,,,前湖北-5栋室外-1,NCDX-AC-H3C,,10.1.0.16,10.154.0.18,,0
离线,A6-ED-99-41-1F-E1,10.202.0.36,NCUWLAN,5G,,,前湖北-信工楼-A208-1,NCU_HW_AC1,无线/前湖北/信工楼,10.1.0.18,10.133.0.133,"772936281122039460,1,1751008740",0
离线,92-66-2F-11-14-55,10.202.171.70,NCUWLAN,2.4G,1,,前湖北-行政楼-317,RUIJIE-AC,无线/前湖北/行政楼,10.1.0.15,10.152.6.3,,0
离线,C2-E3-74-E2-73-0D,,,2.4G,,,dl-jl-1f-01,ncu-wlan-master,,10.1.0.13,222.204.48.97,,0
离线,C2-CF-15-1C-93-98,,,,,,,NCDX-AC-H3C,,10.1.0.16,,,0
离线,02-DB-9A-CA-A9-34,,,2.4G,,,blg-3f-3,ncu-wlan-master,,10.1.0.13,10.76.161.177,,0
离线,52-41-02-D4-96-CF,10.208.93.101,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,AA-1E-F3-FC-A9-EC,,,,,,,NCDX-AC-H3C,,10.1.0.16,,,0
离线,3E-C0-8C-CC-A6-C8,10.202.118.85,NCUWLAN,5G,149,,前湖南-食堂07,RUIJIE-AC,无线/前湖南/食堂,10.1.0.15,10.191.0.217,"558515559853798196,1,1750565465",0
离线,6A-4C-02-C7-7C-16,10.202.122.76,NCUWLAN,5G,36,,前湖北-智华科技楼-ap720-l-A-10F-4,RUIJIE-AC,无线/前湖北/智华科技楼,10.1.0.15,10.80.0.120,"222843401178201777,1,1757922820",0
离线,42-46-41-20-3B-66,,NCUWLAN,5G,,,青山湖北-软件楼-120-G4,NCDX-AC-H3C,无线/青山湖北/软件楼,10.1.0.16,10.160.8.52,"571821178021868530,1,1758028623",0
离线,22-D9-B8-35-A7-9B,,,2.4G,,,前湖北-游泳馆-dt,ncu-wlan-local,无线/前湖北/游泳馆,10.1.0.14,10.62.0.14,,0
离线,B2-6C-20-BC-9B-0E,10.208.231.157,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,AE-62-44-2E-22-95,,NCUWLAN,2.4G,,,东湖南-基础教学楼-1f-01,NCDX-AC-H3C,无线/东湖南/基础教学楼,10.1.0.16,10.81.0.123,"832569702587358306,1,1748332589",0
离线,02-3D-3A-F6-B8-4B,,NCUWLAN,2.4G,,,食品创新研究院-ZHL-BQ-311,NDSPXY_AC,无线/前湖北/食品学院,10.1.0.19,10.139.248.46,,0
离线,20-2B-20-1E-A8-3F,10.202.50.71,NCUWLAN,5G,,,前湖北-环材楼-C221-8口光,NCU_HW_AC1,无线/前湖北/环材楼,10.1.0.18,10.151.128.47,"698645986547118832,1,1747731888",0
离线,52-3E-ED-AC-EE-A4,10.208.201.64,NCUWLAN,5G,36,,东湖南-基础教学楼-349,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.110,,0
